index,tweet
33706,भोट रूखमा मतदाता मलेसियामा फ्री टिकट फ्री भिषा युवालाई प्रदेश पठाइ आफू सत्ताको मोज अनी देशको विकास मोडेल यही हो !
33710,नेपाली कांग्रेस कोशी १ का वडा अध्यक्षका उम्मेदवार मंडलको चर्चा https://t.co/s8BIbktcfV
33715,पोखरामा गठबन्धनले दर्ता गर्यो मेयर र उपमेयरकाे उम्मेदवारी https://t.co/Lrecc91zGQ
33728,"महानगरपालिकाको उपप्रमुखमा नेकपा एमालेकी उम्मेदवार मन्जली शाक्य बज्राचार्यले चार हजार ३५ मत प्राप्त गरेकी छिन्। नेपाल कम्युनिष्ट पार्टी (माओवादी) केन्द्रका बाबुराज बज्राचार्य दुई हजार ७ सय ९४ मत मत प्राप्त गरेका छन्।
https://t.co/ppBvNxQqir"
33732,@GokulPBaskota अहिलेसम्मको चुनावी नतिजा हेर्दा नेकपा एमाले अब नेकपा हिमाली \ लेकाली हुन खोजेको र टार तथा बेंसीतिर पानी लागेर खुइलिन थालेको जस्तो पो देखियो त ।
33755,स्थानीय निर्वाचन अपडेट : २८८०५ जनाले गराए उम्मेदवारी दर्ता (विवरणसहित) - No. 1 news Portal of Mid Nepal… https://t.co/IQmeHZijEU
33761,"आज हाम्रो  स्थानीय जनप्रतिनिधि छान्ने महत्पूर्ण दिन सबै ले आ आफ्नो अमूल्य मत सही व्याक्ती लाई दिएर विजय गराउ। हाम्रो होइन राम्रो लाई छानौं।
शुभ बिहानी साथै शुभ दिनको कामना सबै सबै मा।"
33806,पोखरा महानगरपालिकामा वडा बाँडफाँडको विषयमा विवाद भएपछि जसपा गठबन्धनबाट बाहिरिएको हो । सत्ता गठबन्धनबाट पोखरा महानगरपालिकाको मेयर पदमा एकीकृत समाजवादीका नेता धनराज आचार्य र उपमेयर पदमा नेपाली काँग्रेसको नेतृ कोपिला रानाभाट रहेकी छिन् ।https://t.co/KZJz937glp
33833,"- 
 व्यक्तिहरु कालो  सीसाको गाडीमा सवार।
  आचार संहिता बिपरित हतियारधारी लियेर प्रभाव र रवाफ 
  रात दिन   हिडनु 
 मन्त्रीहरु पैसा  बोकेर  सुरक्षागार्ड   हिड्ने  निर्वाचन आयोग मौन  रहनु  
  आतंक फैलाउनु  

 जीत -
किनेर
 धांधली गरेर 
 फकाएर
तर्साएर  
जे गर  गर"
33839,कांग्रेसको किल्ला तोडेर मुस्ताङको लोमान्थाङमा पहिलो पटक एमाले विजयी https://t.co/a8xDEgk5I3
33844,"""नेताहरुले त गर्नु गरे नि, देशै सखापै पारे"" भन्न सक्ने हामीले एकछिन पछि उहि पुरातनपार्टीका चिन्हको मोहबाट बाहिर नआएको देखिन्छ । कामपा मेयर पद देशभरिका अरु महानगर, उपमहानगर, नगरपालिका र गाँऊपालिका संग सरोकार राख्छन । राजधानीको प्रतिनिधित्वमा #बिकल्प छ प्रयोग गरौ ॥/५
🙏🙏"
33852,पाँच दलीय गठबन्धनले बागी उम्मेदवारको उम्मेदवारी निष्कृय गराउने   https://t.co/FFV1TWQIpC
33855,"सर्भरमा समस्या आउँदा रुपन्देहीमा मध्यरातसम्म उम्मेदवारी मनाेनयन दर्ता
https://t.co/nnqbTZqI3O"
33862,जब देश नै बन्दैन भने बारम्बार पैसा खर्च गरेर चुनाव गर्नुकाे अाैचित्य छैन ।
33866,"काठमाडौं महानगरकी मेयर उम्मेदवार सिर्जना सिंहद्वारा मतदान
#Galaxy4k #Galaxy4kElectionUpdate https://t.co/ece3KuNjpP"
33867,"विजय उत्सव मनाउँदै-

ताप्लेजुङको फुङ्लिङ नगरपालिका–१०, फुरुम्बुमा नेकपा(माओवादी केन्द्र)बाट वडाध्यक्ष पदमा सन्तोष नुगो निर्वाचित  हुनुभएपछि विजय उत्सव मनाउँदै नेता तथा कार्यकर्ता  ।
तस्बिर: दिलकुमार लिम्बू/रासस
#drishtinews #NepalElection2079 https://t.co/8jOGra6w6j"
33878,"भरतपुर छाेड्नु पर्छ : प्रधानमन्त्री देउवा

https://t.co/1VbiQeA3bz"
33879,नेपाली कांग्रेस भरतपुरका १ सय ३६ कार्यकर्ताले संयुक्त राजिनामा दिएका छन्। भरतपुर महानगरका मेयर पदमा स्वतन्त्र रुपमा उम्मेदवारी दिएका नेपाली कांग्रेस चितवनका नेता जगन्नाथ पौडेल सहितका नेतालाई कारबाही गरेको भन्दै उनीहरूले राजिनामा दिएका दिएका हुन्। थप हस्ताक्षर अझै संकलन हुँदै ।
33885,"मकवानपुरका स्थानीय तहमा पुग्यो निर्वाचन सामग्रीसहितको टोली
https://t.co/V3M62XQ17i"
33886,निर्वाचन आचारसंहिता उल्लंघनको आरोपमा मुस्लिम आयोगका अध्यक्ष समिम मियाँ अन्सारी जनकपुरबाट पक्राउ #GalaxyNewsUpdate https://t.co/JDSVxEXrMz
33895,बरु घरघरमा गएर कस्लाई भोट हालेको सोधेर गन्दा छिटो हुन्छ होला🤦‍♂️🤷‍♂️ https://t.co/8Ki2UZTTgu
33901,मतगणनास्थलमा कुनै घटना भए निर्वाचन अधिकृतका साथसाथै भिडियो रेकर्ड पनि प्रमाण हुने भन्दै आयोगले सबै मतगणनास्थलमा सीसीटीभी राख्न निर्देशन दिएको हो ।https://t.co/EhC5yQXqsZ
33924,"नेताले काम गरेनन भनेर गाली गलौज गरेर अब बस्नु भन्दा आफूले कस्तालाई जन-प्रतिनिधि बनाएँ भनेर सोचौं।

अब नेता दोषी होईन, तपाईं दोषी हो किनकी तपाईं निर्णायक हो।

#स्थानिय_निर्वाचन #localelection2079"
33950,अर्थमन्त्री जनार्दन शर्माको वडामा नेपाली कांग्रेस विजयी https://t.co/bmUkb7g7PW
33955,बेलायतको स्थानीय चुनावमामा पाँच गैरआवासीय नेपाली विजयी https://t.co/gRrITsW6ae
33956,@LaxmiRana05 नगरपालिका बाट सुरु गरौ पहिला 😂😂
33965,ओलीको अत्याचारपछि गठबन्धन बनेको हो : देउवा https://t.co/xEhzEqk2nP
33976,@Rohitdkl98 गठबन्धन स्ट्यालको रहेछ उनको भोट।
33982,"बुद्धिजीवी/समाजका ठेकेदारहरुले देउवाले ध्यान गर्दाको मुद्रामा प्रश्न उठाए । हो एकाग्र भएर बस्न सकेनन् । तर मोदीजस्तो धार्मिक-सांस्कृतिक द्वन्द्वलाई बढावा दिने ethocentric mindset भएका, genocide आरोपित ढोंगीलाई उनले ""बाल"" दिएनन् । यो कुरा देउवा ब्रोको ठीक । जे छ, सामुन्ने छ । https://t.co/dtAqqoNWH8"
33989,@advctmaheshwar1 ल एक भोट पक्का ! 😁
33993,@ErAshishGtm मैले के मा भोट गरे होला त!
33998,एमाले अध्यक्ष केपी शर्मा ओलीले पार्टीको चुनाव चिह्न सूर्यलाई हरियो बनाएको भन्दै आपत्ति जनाएका छन् ।https://t.co/CVr7xtsbyC
34004,गठबन्धन सबैभन्दा बढी काँग्रेसलाई आवश्यक छ : देउवा https://t.co/QmcwTLejP8
34010,"@thapagk कहिले भोट त कहिले नोट, सधै मागेरै जानेभो।"
34012,खटिए मतदान अधिकृत: निर्वाचन गतिविधि तीव्र https://t.co/lpImLHrmzt
34014,"तनहुँको म्याग्दे गाउँपालिकामा (९८० मत गन्दा)
अध्यक्ष
नेपाली काग्रेस-३४४
नेकपा एमाले-४६८
माओवादी केन्द्र -६५

उपाध्यक्ष
नेपाली काग्रेस-४१६
नेकपा एमाले-३७४
माओवादी केन्द्र -५५"
34020,"काठमाडौंको भोट गन्दासम्म मेरा छोरा,छोरी नै टुकु टुकु हिँड्छन् हाेला बिहे गरे त!😂"
34025,एमाले उम्मेदवारको घर नजिकैको वस्तु बम नभएको पुष्टि https://t.co/WcTMkECiFU
34028,"जे होस अन्तिम परिणाम जे आए पनि मै हु भन्ने दल र तिनका टाउके नेता हरु लाई बालेन ले अहिले दरो झापड लगाइ सकेका छ्न ।

#जितको_शुभकामना_बालेन 😍😍"
34033,"नेपाल टेलिकमले ल्यायो निर्वाचन अफर, यस्ता छन् प्याकेजहरु - Dainik Nepal https://t.co/WzGqaXEbe6"
34035,@TheBiddhut भुईकटहर चितवनमा भुसको आगो जस्तो सल्किसक्यो। न्युट्रल भोट बुढा तिरै स्विङ हुने देखियो। अचम्मै लाग्दो क्रेज छ।
34041,हिमा गाउँपालिका अध्यक्षमा नेपाली कांग्रेसका शाही विजयी https://t.co/IACpxQObUS
34048,माओवादीका निर्वाचित वडाध्यक्ष एमालेमा प्रवेश https://t.co/p8QDETPiAQ
34055,पुष्पकमल दाहाल प्रचण्ड र नेपाली कांग्रेसकी केन्द्रीय सदस्य आरजु राणा देउवालाई निर्वाचन आयोगले स्पष्टीकरण सोधेको छ। उनीहरूले दिएका अभिव्यक्तिमाथि केन्द्रित रहेर आयोगले मंगलबार २४ घन्टे स्पष्टीकरण सोधेको छ।https://t.co/4qN0glodSm
34056,@RajaneeOfficial अब हजुर संसदीय निर्वाचन मार्फत देशकै नेता संसद बन्नुपर्छ ।
34060,"भुइँमान्छेको नियति, नेपाली समाजवाद र स्थानीय तहको निर्वाचन - https://t.co/TcZ4WsAank https://t.co/fLtueqkEKA"
34074,"जिल्लाका १२ ओटै पालिकामा सत्ता गठबन्धनबीच सिट भागबन्डा भएको थियो। दलहरुको भागबन्डाविपरीत अधिकांश पालिकामा बागी उम्मेदवारी परेको छ।
https://t.co/0va61JDnhR"
34078,@sulavd तिमी के मा भोट हाल्छौं ??
34087,स्याङ्जाबाट ९२ जनाले लिए उम्मेदवारी फिर्ता   https://t.co/gzmFjPC95s
34089,खुशी हुनुपर्ने कुरा बरु किन मेयर मै लडाउन मरिहत्ते गरिनन होला? किन मतपत्र च्यात्ने वा चवाउने गरिनन होला? जितहार भन्ने जिन्दगी हो शक्ति प्रदर्शन गरेर उम्मेदवारी दिएर हुदैन भन्ने सस्कार कम्तिमा रहेछ है !! यसलाई मनन गर्ने कि ??🤔 https://t.co/cSw2ewWEqn
34108,@MudbharyPuru @madhabkarkee मैले अहिले सम्म जो जो लाई भोट दिन्छु भन्ने सोंचेको छु त्यसमा मैले कि त method of selection लगाएको छु कि त method of elimination !
34109,"मुस्ताङका छ वडामा एकल उम्मेदवारी
https://t.co/kFnKj8aepx"
34119,‘टिकट नपाएपछि दल अदलबदल र बागी उम्मेदवार दिने अवसरवादी हुन्’ https://t.co/4QN4KfZY6c
34123,निर्वाचन आयोगले गण्डकी प्रदेशमा मुख्यमन्त्री कृष्णचन्द्र नेपाली पोखरेललाई स्पष्टीकरण सोधेको छ । आयोगले गरेको नियमित पत्रकार सम्मेलनमा आयोगका प्रवक्ता शालिग्राम शर्मा पौडेलले सरकारी सवारीसाधन प्रयोग गरेर चुनाव प्रचारप्रसारमा गएकाले मुख्यमन्त्री पोखरेललाई स https://t.co/hep2SPUbZ8
34136,"""मलाई भोट हाल्ने मान्छे आर्यघाट जान्छन
भोट नहाल्ने मान्छे नर्क जान्छन""
https://t.co/MpOiYjvHfH"
34139,एकृकित समाजवादी पार्टी ( माधव नेपाल ) को प्राइभेट कम्पनी बाट मकवानपुर जिल्ला अध्यक्ष सहित चार जना सचिवालय सदस्यको राजिनामा
34142,ईलाम नगरीको मुहार फेर्न आतुर थिए अब फेर्छु – नबनिर्वाचित मेयर केदार थापा... https://t.co/ZF1CrJGn6w via @YouTube
34147,@lamichhane_aj अ साथी हारेछ त एमाले छत्रदेबमा ।
34152,नेपाली जनताको आशाको केन्द्र एमाले हो : ओली | Sajha Sandesh https://t.co/6FOymMjK1r https://t.co/FP4qTQ0Oue
34167,जहाँ कांग्रेसको मेयर नै हुन्न त त्यहाँ हामी किन पैसा पठाउँने? 🤔😂
34179,"यस्तो पनि आयो !  पत्रकार महासंघ धनुषाका सभापति रहि सक्नु भएका जसपा नेता उमेश साह लेख्नुहुन्छ –स्थानीय निकायको निर्वाचनमा गठबन्धनको कुनै औचित्य छैन, स्वविवेकले मतदान गर्नुपर्ने आह्वान गर्दा न्यायोचित हुन्छ ! कुनै पनि हालतमा मतदाताको पार्टी र उम्मेदवार छान्ने हक हनन गरिनु हुन्न !"
34181,"गजल
दुर्घटनामा किन पार्छौ?तिम्रा नोकर होइनौ हामी
तिम्री छोरी जिताउने, राणा शासनमा छैनौ हामी

छोडे हुन्छ घुर्की धम्की, जनप्रिय मेयर छान्छौ
लेकतान्त्रिक अभ्यास गर्दै शान्तसित बस्छौँ हामी

तिम्री छोरी  हार्नै पर्छ, लिदै गर  तनाव टेन्सन
तिम्रो चाला देखि सक्यौँ,धम्की किन? टेर्छौँ हामी"
34189,नेपाली काङ्ग्रेस पार्टी हो कि मेनपावर कम्पनी ? 😂😂
34199,"देवचुली नगरपालिका प्रमुख–उपप्रमुखमा एमाले निर्वाचित
https://t.co/5CpZCLq8VU"
34204,"पाँचखाल नगरपालिका वडा नं १३ मा झडप, फर्निर तोडफोड https://t.co/DMnCaQtUxr"
34210,"लिपुलेक लिम्पियाधुरा पर्ने व्यास गाउँपालिकाको अध्यक्षमा नेकपा(एमाले) र उपाध्यक्षमा नेकपा(माओवादी केन्द्र) विजयी भएछन। 
के निर्वाचनमा लिम्पियाधुरा, गुन्जीका मतदाता उपस्थित भए त? यी क्षेत्रमा मतदान केन्द्र राखिए त?? https://t.co/ovRWqnkH4k"
34211,अव अर्को चुनाबमा एमाले काङ्ग्रेसले काठमाडौंमा गठबन्धन गर्ने निर्णय गरि सकेको विशेष स्रोतबाट जानकारी प्राप्त😛
34216,"@yuzir___ @Jitpur @bk_sangram खासमा उम्मेदवारी नभए चुनाव चिन्ह नराख्ने भन्ने कुरो सुनेको थेँ, त्यस्तो भएनछ ?"
34218,"नेपालको संविधान (२०७२) जारी भएपछि २०७४ सालमा स्थानीय तह, प्रदेश र सङ्घीय निर्वाचन भयो ।
https://t.co/Hbzf3143WY"
34219,"जसको पार्टीको महाधिवेशनमा, भोट हाल्न पानी ट्यांकी लयाउँछ, एमालेले ल्याएका र बुनेका सपना मन नपर्नु स्वभाविक हो नि। भैँसीलाई जत्ति नुहाएर सफा गरे पनि उसको रंग फेरिँदैन भनेको जस्तै कालो काँग्रेसलाई कार्यकर्ताले जति सुधार्न खोजे पनि यो पार्टी सुध्रिनेवाला छैन किनकी देउवा जान्छन्"
34228,"बालेन शाह मेयर हुनुभएपछि हामीलाई
 काठमाडौको एउटा चोकमा लेजेण्ड
 यम बुद्धको शालिक चाहियो ।

@ShahBalen"
34256,"यस्पाली को स्थानिय चुनाव मा मेरो मत बिभाजन यसप्रकार रहनेछ:
मेयर: भोजराज बोहरा (काङ्ग्रेस) 
उपमेयर : तुलशी जोशी (गठबन्धन)
वडाध्यक्ष : खगेश्वर पाण्डेय (एमाले) 
अन्य सदस्य : घोषणा हुन बाँकी ! ब्यक्ती र सामाजिक कार्य प्रगती हेर्नुपर्ने!! 🤗🤗"
34260,मैथिलीमा एउटा भनाइ छ-´जे कारण भिन्न भेलु ओहे परल बखरा ।` ओली विरुद्धको राजनीतिक गठबन्धन केही हदसम्म सफल होला । तर कतै न कतैबाट जनता सबैबाट ठगिएका छन् भने कुराको प्रमाणित हो स्थानीय निर्वाचन । हार जित ठूलो कुरा होइन ।
34261,"अघिल्लो पटक ६० प्रतिशत भोट पाएका भक्तपुरका मेयर सुनिल प्रजापति यसपाला कति बलिया? भन्छन् : एमाले र कांग्रेसले नै मत दिन्छन्
https://t.co/jtRyJyKaop"
34267,यस्तै तालले अर्को पटक सबै दल मिलेर स्वतन्त्र उम्मेदवार उठ्नै नपाउने अध्यादेश/परामादेश त नल्याउनलान् नि। कि सबै समानुपातिक मात्र हुने भन्ने हुन् कि? पीर पनि के के लाको हो हो! 😝
34271,"@LeokoAama तोईट आन्टी !
टुईटरको स्पेसमा झुमिन्ने बकम्फुसे नेपाली त्यो नि डिभी परेका, तल्लो बाटोबाट अम्रिका छिरेर एसाइलम गरेर ठुलठुला धाक लगाउनेको हेरेर नेपालि जाति भन्ने?
प्रोफेसनलको क्लास नै अर्को रहेछ पश्चिमी मुलुकमा 😊
संगत गुणाको तुलना भो आन्टी😛
हाम्रा गाउँ का सोझा नेपाली ले सुने भने ?"
34273,प्रविशी कहाँ पुगिसक्यो। सोच्नै नसकिने र अचम्म पार्ने प्रविधिका विकासले सहज बन्दैछ जीवनशैली।हाम्रा स्वाँठ कमिसनखोर र दल्ललहरु भने अझै नि गोरु गाडाकै सोचमा छन्। नेपाली युवा नै कतिसफल भैसके प्रविशिमा। भोट हाल्न अझै बोरा जत्रो कागज प्रयोग अनि गणनामा हप्तौं! तब न क्वाप्प खान पाइन्छ...
34279,निर्वाचनमा बालबालिकाको प्रयोगबारे छानबिन गर्दै निर्वाचन आयोग https://t.co/p2i43IQ81z #news #purbeli #Udayapur
34281,@_sumanbhattarai दुखको कुरा यिनलाई भोट हाल्न पाइएन !:(
34284,स्थानीय निर्वाचन: १३ जिल्लामा पठाइयो मतपत्र https://t.co/cyxQ9SiFz1
34297,"सुर्यविनायक नगरपालिका का मेयर, उप-मेयर लगायतका उम्मेदवार हरुको एजेन्डा के के रैछ?? समाचारहरुले खाली काठमाडौं, ललितपुर र भक्तपुर नगरपालिकालाई मात्र कभर गरेको पाइयो।"
34307,"@Bhandarinirmal5 भोट केमा ,, हलोमा"
34309,एमाले कार्यकर्ताको आक्रमणबाट माओवादी केन्द्रका तीन कार्यकर्ता घाइते https://t.co/42VSwZ5OdG
34310,"#KTVElectionUpdate 
काठमाडौं महानगरपालिकाको पछिल्लो अपडेट:
बालेन्द्र साह (स्वतन्त्र) - २८२०
केशव स्थापित (नेकपा एमाले) - १५०७
सिर्जना सिंह (नेपाली कांग्रेस) - १४४९ https://t.co/ilCB8izrOV"
34314,"पाँच दलीय गठवन्धनको भरतपुर ११ मा भव्य कोणसभा ,मतदाता छमछमी नाचेर भने हाम्रो भोट रेनु र चित्रसेनको समुहलाई https://t.co/s9rsj8RO9I"
34315,"बालेन आफूले राजनितिक गुरु मानेका व्यञ्जनकारको भोट गन्न ललितपुरको मतगणनास्थल जावलाखेलस्थित स्थानीय विकास प्रशिक्षण प्रतिष्ठानमा पुगेका हुन्। बालेनले ललितपुरमा अग्रता बनाएका उम्मेदवार चिरीबाबु महर्जनसँग पनि कुराकानी गरेका छन्।
https://t.co/8Nq608fU1S"
34317,"गाउमा ex धेरै बनाओ केटा हो चुनाबको बेला 
""मेरो माया छ भने भोट दिन आउ"" 
भन्नु त हुन्छ भन्दै थिए टोलमा 🤣🤣"
34318,श्रीलङ्काका प्रधानमन्त्री राजापाक्षले राजीनामा दिने संभावना - kaligandaki Khabar:  https://t.co/bInbzgwXzd
34331,"नेपाल मदर डट कम  (https://t.co/BhEmCRXCRM) - नेपाल बाहिर नेपालीहरुको सामुहिक आवाज : रमा सिंह, राजसँस्था र नेपालको बर्तमान राजनीतिक स्थ... https://t.co/rTQHsZiy0j"
34355,नगरपालिका मेयर/उपमेयर उम्मेदवारले कार्यकर्तालाई १८ हजार मात्र खर्च गर्न पाउने  https://t.co/0uYqCyKPY2
34360,@Annapurna_Post चोर कांग्रेस लाई भोट हैन चोट दिनु पर्छ
34362,"@SuryaRAcharya हाे रैछ ! देश कै नमुना विकास भएकाे नगरपालिका हाे रैछ .. 

विकासकाे मुल फुटेर पुरै डुबाएछ 😂🤣😂🤣😂🤣"
34365,"#LocalElections2022
#Election_update 
काठमाडौंको मतगणना— मेयर
• बालेन्द्र शाह– 213
• केशव स्थापित–159
• सिर्जना सिंह – 147"
34375,"विराटनगरको मेयरमा एमालेबाट सागर थापा र उपमेयरमा शिल्पा कार्कीको उम्मेदवारी दर्ता
https://t.co/OzSHuzmdCr"
34382,जियोकको निर्वाचनपूर्व पर्यवेक्षण प्रतिवेदन : निर्वाचन प्रक्रियामा निरन्तर सुधार https://t.co/8fhFtrHr8c
34404,प्रधानमन्त्री देउवा विरुद्ध उजुरी https://t.co/bOjjwb1xjx
34441,भन्ने विषयमा र म आशावादी छु कि अब नेपली जनताले यो कुरालाई घम्भिर रुपमा लिने छ अन्यथा इतिहासको निर्मम मूल्यांकनको लागि सम्पूर्ण नेपली समाज र नेपाली जनता तयार हुनु नै पर्ने छ ।
34442,अाफैंले दाेहाेराे चरित्र देखाएपछि अनि अरूतिर कुन नैतिकताले अाैलाे ठड्याउने हाे ? कांग्रेसले कांग्रेसीलाई भाेट हाले कार्वाहीकाे डण्डा बर्साउँछु भन्दै उर्दी जारी गर्ने नेकपा कांग्रेसका सभापति शेरबहादुर देउवाले के जवाफ देलान् ??
34446,"बाबुराम र देउवाको स्वार्थको शिकार बन्यो गोरखा, कांग्रेसका उम्मेदवारद्वारा सामूहिक राजीनामा
https://t.co/HEVXxiTgJf"
34449,आजकाल आस्थाको आधारमा भन्दा नास्ताको आधारमा भोट दिनेको संख्या धेरै छ । नेतालाई मात्र के गाली गर्नु ।
34451,यसकारण #कलम लाई भोट । https://t.co/YwMLiscOjZ
34452,"निर्वाचन आयोगको एपमा सबै पालिका र वडाका उमेदवारको सूचि राखिएको छ। हेरेर सोचेर भोट दिनुहोला।
Available on Play Store.
#LocalElections2022 https://t.co/N8xRMhGuig"
34455,"@prabhatilam १ - एमाले, २ र ३ - कांग्रेस!"
34464,चौधरीको उम्मेदवारी रद्द गर्ने निर्णय कार्यान्वयन नगर्न आदेश https://t.co/CZLKn5HUCw
34472,स्थानीय तहको निर्वाचन- २०७९ https://t.co/Yl2kg0kutd
34496,एमाले उपमहासचिव गुरुङसँग आयोगले सोध्यो स्पष्टीकरण https://t.co/VZ3URRAhmm
34504,"सन्दर्भ बालेनकै..
बालेन अन्तर्राष्ट्रिय ठग/मधेसी,बालेन फुच्चे,बालेन र्यापर! केही""फेमिनिष्ट""हरुलाई बालेन घृणाको पात्र।कांग्रेस/कम्युनिस्टको सिन्डिकेट तोड्नलाई नयाँ अनुहारहरु राजनीतिमा आउनै पर्छ। भेडा र दासहरुले भलै तिनीहरुलाई भोट नदेलान् तर परिवर्तन खोज्ने युवाहरुले अवश्य दिनेछन्। https://t.co/tdMRsZsSf7"
34507,बुधबार रुपन्देहीको तिलोत्तमामा आयोजित एक कार्यक्रममा तपाईंले सत्तारुढ गठबन्धनलाई ‘तास र बालुवाको घर’ भन्नुभएको रहेछ। गठबन्धनलाई किन यति धेरै कमजोर देखिरहेको छ एमालेले? https://t.co/VVXsopmF2B
34525,निर्वाचन आचार संहिता अनुसार माईकिंग गर्न नपाउने भन्ने छ होईन र भन्या ? फेरी यो टोलै थर्किने गरी फलानो पार्टी जिन्दावाद भन्दै भोट मागी हिडेको सुनिन्छ त !
34533,टीकापुरको मेयर/उपमेयरमा रेशम चौधरीको पार्टीका उम्मेदवार दोब्बर मतले अघि https://t.co/ZRPCIaz7Cb
34538,@magarsita1111 कहिले हालेको भोट?😂
34545,"भोट हाल्ने दिन पानी पर्छ भनेर भन्थे, पानी नपरे सम्म भोट के हालाई भयो र"
34559,"सर्लाही, हरिपुर नगरपालिका
नेपाली कांग्रेस विजयी
प्रमुखमा गोपाल पजियार र उपप्रमुखमा निलम यादव निर्वाचित ।"
34569,"अपडेटः रूपन्देहीको देवदह नगरपालिका          

एमाले– १८५५
कांग्रेस– १७६४"
34570,"पोखराको मेयरमा २८ र उपमेयरमा ११ को उम्मेद्वारी, मेयर–उपमेयरमै पुरुष उम्मेद्वार https://t.co/608t38aDx6"
34575,भारतीय प्रधानमन्त्री मोदी भोलि नेपाल भ्रमणमा आउँदै https://t.co/NbiIrT51ZZ
34576,वर्षाका कारण नेपाल र जिम्बाब्बे बीचको खेल रोकियो https://t.co/CSqI5osYfD
34578,"@TheBiddhut @Sirjana_Singh एमाले ले राजधानीलाई केबल लुटी खाने भाडो मात्र बनाएको छ!
पटक पटक चुनाब जितेर राजधानी लाई संसारकै अस्तब्यस्त, कुरुप र प्रदुषित शहर बनाउने एमाले लाई यो पटक चुनाब बाट पाखा लगाएर राजधानी लाई संसार कै सुन्दर, सभ्य र आधुनिक शहर निर्माण गर्ने नौलो अभियान को शुरुवात होस!"
34581,"भोट के मा हाल्ने मत पेटिकामा हालौ साथि हो,मुखमा रुखमा हैन😀😀😀🤣"
34586,"केशव स्थापितलाई निर्वाचन आयोगको २४ घन्टे स्पष्टीकरण
निर्वाचन आयोगले काठमाडौं महानगरपालिकाका मेयर पदका उम्मेदवार केशव स्थापितलाई २४ घण्टे स्पष्टीकरण सोधेको छ । for more details Visit our Website and YouTube Channel https://t.co/Pb5wJ3Gdzg"
34589,"खोयाबिर्के पार्टी~ जिन्दाबाद
भोट के मा~~ पैसामा
भाषण के मा ~ स्पेशमा ;)"
34602,मधेशमा सबैभन्दा बढी उम्मेदवारी https://t.co/chTPxEq2Lt
34612,"नेपाल मा जो जस्ता नेता भए पनि भ्रस्टचार न होस ।जलले सुकै जितोस् फरकपदैन वस देश विकास होस्।।।।।                                
                              - नेपालको छोरो"
34618,"गंगने थापा:मन परे पनि,नपरे पनि कांग्रेसलाई भोट दिनुस्।

एउटा साथी: संघीय निर्वाचनमा देउवा,प्रचण्ड, माधव,झलनाथ,बाबुराम,उपेन्द्र,महन्त,महतो, रामचन्द्र लगायत बिगत ३० बर्षदेखि जनताको भोटको बलमा जनता कै रगत चुसिरहेका तमाम नेताहरु निर्वाचन हारेको हेर्न मन छ।सक्छौ जनताको लागि यति गर्न?"
34627,"“मलाई लाग्छ यहाँ टास्मेनियामा केही कुराहरू सुधार गर्न सकिन्छ” 
#नेपाली #समुदाय #अस्ट्रेलिया
https://t.co/IuVB0DNMag"
34642,काठमाडौंको धेरै नगरपालिका एमाले जित्ला जस्तो छ
34643,"निर्वाचन आयोगले १ घण्टे स्पष्टीकरण सोधेर जनताले प्रष्ट बुझ्ने भाषामा भोली बिहानै हिम्मत गरेर भन्न सक्नु पर्छ

“आरजु देउवा राणाज्यू तपाईको थुतुनो ठिक भएन”

https://t.co/HmBpced5VP"
34659,चितवनका काँग्रेसलाई प्रचण्डले भने : हँसिया-हथौडामा भोट हालिएन भने देश दुर्घटनामा जान्छ https://t.co/fYguh8hWGO
34670,"जिरी नगरपालिका 
नेपाली कांग्रेस (मेयर)- लाक्पा शेर्पा :६७८
नेकपा एमाले (मेयर)- मित्र जिरेल :  २४४
स्वतन्त्र उम्मेदवार मेयर (धारा) -गेल्बु शेर्पा  २७८ 
नेकपा एमाले (उपमेयर)- कृष्ण माया बुढाथोकी: ३११
उपमेयर (हसिया हतौडा) -तेज ब. तामाङ : ४३९"
34674,"नयाँ मतदाता ५० देखि ६० प्रतिशत एमालेमा छन्, निर्वाचन ढुक्कले जित्छौँ : एमाले उपाध्यक्ष ज्ञवाली https://t.co/9Mhwrii0ly"
34678,"एमाले भएपछि यत्तिको पनि उडन्ते हानिएन भने कसरि एमाले ?? 
गुड गोइंग कमरेड गुड गोइंग !! https://t.co/RhV2D4oiMI"
34681,मेलम्ची नगरपालिका– १० का वडा अध्यक्षका कांग्रेस उम्मेदवार अमृत खनालले मतदाताको पाउमा हजार नोट राखेर ढोग गर्दै भोट माग्दै ! https://t.co/ETlVoGqYPD
34686,निर्वाचन सम्बन्धी टिकटक बनाएर ५० लाख दर्शक पुर्‍याउनेलाई ५० हजार पुरस्कार ! : https://t.co/5LDhS9gTbP https://t.co/PfPFcKgKe8
34688,"आगामी निर्वाचन अग्रगमन र प्रतिगमनबीचको लडाइँ हो : प्रचण्ड
#AayoMail 
https://t.co/v6AXIjMp93"
34698,"यो देशको रक्षा,जनताको सुरक्षा र विकासको जिम्मेवारी छिमेकी र विदेशीलाई दिनेछौं भनेर नभनेसम्म। मलाई चाहिँ पटक्कै विश्वास लागेन।। कारण भने ओलि,देउवा,प्रचण्ड,माकुने,बाबुरामे, महन्थ अनि उपेन्द्र लगायतका वरिष्ठ नेताहरुलाई    नै सोध्नु होला।।।"
